Date,Time,Open,High,Low,Close,Volume,OpenInt
2015-12-10,16:00:00,6.51,6.51,6.5,6.5,200,0
2015-12-10,16:05:00,6.5,6.54,6.49,6.54,17100,0
2015-12-10,16:10:00,6.525,6.6,6.5,6.55,21530,0
2015-12-10,16:15:00,6.57,6.57,6.565,6.565,900,0
2015-12-10,16:20:00,6.56,6.59,6.56,6.59,900,0
2015-12-10,16:25:00,6.59,6.61,6.59,6.6,500,0
2015-12-10,16:30:00,6.6,6.62,6.6,6.61,1600,0
2015-12-10,16:35:00,6.6,6.6,6.58,6.58,1100,0
2015-12-10,16:40:00,6.59,6.64,6.59,6.64,2416,0
2015-12-10,16:45:00,6.655,6.67,6.65,6.66,1600,0
2015-12-10,16:50:00,6.67,6.67,6.63,6.63,2100,0
2015-12-10,16:55:00,6.62,6.62,6.59,6.59,1200,0
2015-12-10,17:00:00,6.6,6.6,6.59,6.6,700,0
2015-12-10,17:05:00,6.6,6.63,6.6,6.63,1800,0
2015-12-10,17:10:00,6.64,6.65,6.64,6.64,1000,0
2015-12-10,17:15:00,6.64,6.65,6.64,6.64,500,0
2015-12-10,17:20:00,6.64,6.68,6.64,6.68,2800,0
2015-12-10,17:25:00,6.7,6.71,6.699,6.71,1900,0
2015-12-10,17:30:00,6.69,6.73,6.69,6.728,3060,0
2015-12-10,17:35:00,6.7225,6.76,6.7,6.72,5840,0
2015-12-10,17:40:00,6.7,6.71,6.69,6.71,2500,0
2015-12-10,17:45:00,6.69,6.69,6.67,6.68,900,0
2015-12-10,17:50:00,6.66,6.665,6.65,6.65,575,0
2015-12-10,17:55:00,6.65,6.66,6.65,6.65,900,0
2015-12-10,18:00:00,6.64,6.645,6.61,6.62,10400,0
2015-12-10,18:05:00,6.6,6.608,6.6,6.605,654,0
2015-12-10,18:10:00,6.61,6.62,6.59,6.5901,4200,0
2015-12-10,18:15:00,6.59,6.6,6.59,6.5925,629,0
2015-12-10,18:20:00,6.6,6.61,6.6,6.608,2900,0
2015-12-10,18:25:00,6.59,6.617,6.59,6.61,1400,0
2015-12-10,18:30:00,6.61,6.61,6.61,6.61,2098,0
2015-12-10,18:35:00,6.61,6.61,6.605,6.61,1400,0
2015-12-10,18:40:00,6.61,6.61,6.605,6.61,2000,0
2015-12-10,18:45:00,6.61,6.61,6.61,6.61,800,0
2015-12-10,18:50:00,6.61,6.61,6.61,6.61,700,0
2015-12-10,18:55:00,6.61,6.62,6.61,6.62,1200,0
2015-12-10,19:00:00,6.62,6.62,6.62,6.62,3200,0
2015-12-10,19:05:00,6.62,6.62,6.619,6.62,1700,0
2015-12-10,19:10:00,6.615,6.62,6.615,6.62,1900,0
2015-12-10,19:15:00,6.62,6.69,6.615,6.69,5600,0
2015-12-10,19:20:00,6.688,6.7,6.688,6.7,1000,0
2015-12-10,19:25:00,6.69,6.7,6.69,6.7,1000,0
2015-12-10,19:30:00,6.7,6.7,6.69,6.69,1400,0
2015-12-10,19:35:00,6.69,6.7,6.69,6.695,300,0
2015-12-10,19:40:00,6.69,6.7,6.685,6.7,2200,0
2015-12-10,19:45:00,6.7,6.7,6.7,6.7,500,0
2015-12-10,19:50:00,6.7,6.72,6.695,6.72,3141,0
2015-12-10,19:55:00,6.73,6.77,6.73,6.767,2423,0
2015-12-10,20:00:00,6.755,6.76,6.74,6.76,1400,0
2015-12-10,20:05:00,6.7599,6.76,6.74,6.76,2937,0
2015-12-10,20:15:00,6.75,6.755,6.75,6.75,1600,0
2015-12-10,20:20:00,6.74,6.76,6.74,6.76,5700,0
2015-12-10,20:25:00,6.76,6.78,6.76,6.78,5200,0
2015-12-10,20:30:00,6.77,6.77,6.77,6.77,100,0
2015-12-10,20:35:00,6.77,6.78,6.77,6.77,900,0
2015-12-10,20:40:00,6.79,6.79,6.78,6.78,300,0
2015-12-10,20:50:00,6.77,6.8,6.75,6.78,25830,0
2015-12-10,20:55:00,6.76,6.779,6.76,6.779,1745,0
2015-12-10,21:00:00,6.77,6.78,6.77,6.77,900,0
2015-12-10,21:05:00,6.76,6.78,6.76,6.77,500,0
2015-12-10,21:10:00,6.77,6.77,6.75,6.75,1100,0
2015-12-10,21:15:00,6.75,6.76,6.74,6.75,3778,0
2015-12-10,21:20:00,6.74,6.74,6.72,6.72,1306,0
2015-12-10,21:25:00,6.73,6.73,6.7,6.705,3300,0
2015-12-10,21:30:00,6.7,6.71,6.7,6.7,1800,0
2015-12-10,21:35:00,6.71,6.71,6.68,6.69,1700,0
2015-12-10,21:40:00,6.68,6.7,6.68,6.68,4773,0
2015-12-10,21:45:00,6.68,6.71,6.67,6.71,2267,0
2015-12-10,21:50:00,6.69,6.69,6.67,6.67,4000,0
2015-12-10,21:55:00,6.67,6.67,6.64,6.64,4324,0
2015-12-10,22:00:00,6.645,6.68,6.645,6.67,20376,0
2015-12-11,15:35:00,6.47,6.56,6.3812,6.56,11591,0
2015-12-11,15:40:00,6.515,6.57,6.5,6.53,13500,0
2015-12-11,15:45:00,6.56,6.595,6.56,6.595,500,0
2015-12-11,15:50:00,6.555,6.575,6.55,6.57,1300,0
2015-12-11,15:55:00,6.53,6.54,6.53,6.54,207,0
2015-12-11,16:00:00,6.525,6.56,6.52,6.55,10500,0
2015-12-11,16:05:00,6.55,6.55,6.55,6.55,800,0
2015-12-11,16:10:00,6.55,6.55,6.55,6.55,300,0
2015-12-11,16:15:00,6.55,6.57,6.55,6.55,400,0
2015-12-11,16:20:00,6.55,6.55,6.51,6.54,1400,0
2015-12-11,16:25:00,6.54,6.55,6.54,6.55,200,0
2015-12-11,16:30:00,6.55,6.55,6.54,6.54,300,0
2015-12-11,16:35:00,6.53,6.53,6.52,6.53,10400,0
2015-12-11,16:45:00,6.53,6.53,6.53,6.53,100,0
2015-12-11,16:50:00,6.5,6.51,6.5,6.5,1900,0
2015-12-11,16:55:00,6.51,6.51,6.51,6.51,100,0
2015-12-11,17:00:00,6.48,6.485,6.48,6.48,1000,0
2015-12-11,17:05:00,6.47,6.48,6.46,6.46,8000,0
2015-12-11,17:10:00,6.47,6.49,6.47,6.48,1000,0
2015-12-11,17:15:00,6.47,6.49,6.47,6.49,700,0
2015-12-11,17:20:00,6.47,6.48,6.47,6.48,200,0
2015-12-11,17:25:00,6.49,6.49,6.48,6.48,2000,0
2015-12-11,17:30:00,6.48,6.48,6.475,6.48,600,0
2015-12-11,17:35:00,6.49,6.49,6.47,6.4785,3700,0
2015-12-11,17:40:00,6.48,6.49,6.47,6.48,700,0
2015-12-11,17:45:00,6.48,6.48,6.475,6.48,900,0
2015-12-11,17:50:00,6.48,6.48,6.47,6.4705,1700,0
2015-12-11,17:55:00,6.48,6.49,6.48,6.48,1100,0
2015-12-11,18:00:00,6.48,6.49,6.48,6.48,1700,0
2015-12-11,18:05:00,6.47,6.48,6.47,6.48,800,0
2015-12-11,18:10:00,6.49,6.49,6.46,6.46,3600,0
2015-12-11,18:15:00,6.46,6.46,6.46,6.46,200,0
2015-12-11,18:20:00,6.47,6.47,6.44,6.44,2800,0
2015-12-11,18:25:00,6.43,6.435,6.415,6.42,1600,0
2015-12-11,18:30:00,6.41,6.42,6.41,6.41,1800,0
2015-12-11,18:35:00,6.41,6.42,6.4,6.41,400,0
2015-12-11,18:40:00,6.41,6.41,6.4,6.41,1800,0
2015-12-11,18:45:00,6.405,6.405,6.38,6.38,1600,0
2015-12-11,18:50:00,6.39,6.4,6.38,6.4,900,0
2015-12-11,18:55:00,6.4061,6.407,6.4,6.4,1400,0
2015-12-11,19:00:00,6.4,6.42,6.4,6.4,1380,0
2015-12-11,19:05:00,6.41,6.42,6.41,6.42,200,0
2015-12-11,19:10:00,6.4,6.42,6.4,6.41,400,0
2015-12-11,19:15:00,6.405,6.405,6.39,6.4,700,0
2015-12-11,19:20:00,6.39,6.41,6.39,6.41,1500,0
2015-12-11,19:25:00,6.42,6.42,6.41,6.41,800,0
2015-12-11,19:30:00,6.42,6.42,6.39,6.4,3300,0
2015-12-11,19:35:00,6.39,6.395,6.38,6.385,2200,0
2015-12-11,19:40:00,6.38,6.4,6.38,6.4,2300,0
2015-12-11,19:45:00,6.41,6.46,6.41,6.45,7480,0
2015-12-11,19:50:00,6.45,6.47,6.44,6.47,3200,0
2015-12-11,19:55:00,6.47,6.5,6.47,6.5,800,0
2015-12-11,20:05:00,6.485,6.49,6.45,6.45,6100,0
2015-12-11,20:10:00,6.46,6.46,6.45,6.45,3400,0
2015-12-11,20:15:00,6.46,6.47,6.46,6.47,1000,0
2015-12-11,20:20:00,6.47,6.47,6.47,6.47,1400,0
2015-12-11,20:30:00,6.46,6.46,6.46,6.46,200,0
2015-12-11,20:35:00,6.45,6.46,6.45,6.46,500,0
2015-12-11,20:40:00,6.45,6.46,6.44,6.46,10950,0
2015-12-11,20:45:00,6.45,6.48,6.43,6.47,6294,0
2015-12-11,20:50:00,6.46,6.46,6.43,6.44,3098,0
2015-12-11,20:55:00,6.445,6.445,6.445,6.445,200,0
2015-12-11,21:00:00,6.44,6.44,6.44,6.44,700,0
2015-12-11,21:05:00,6.43,6.43,6.4,6.4,900,0
2015-12-11,21:10:00,6.4,6.4,6.39,6.395,1100,0
2015-12-11,21:15:00,6.395,6.4,6.39,6.4,920,0
2015-12-11,21:20:00,6.39,6.4,6.39,6.39,1400,0
2015-12-11,21:25:00,6.39,6.41,6.385,6.41,8530,0
2015-12-11,21:30:00,6.4,6.42,6.4,6.42,2400,0
2015-12-11,21:35:00,6.415,6.43,6.41,6.43,11210,0
2015-12-11,21:40:00,6.44,6.44,6.42,6.42,3600,0
2015-12-11,21:45:00,6.42,6.42,6.37,6.37,2485,0
2015-12-11,21:50:00,6.3701,6.38,6.36,6.36,5700,0
2015-12-11,21:55:00,6.365,6.38,6.36,6.38,6894,0
2015-12-11,22:00:00,6.37,6.39,6.36,6.37,24782,0
2015-12-14,15:35:00,6.39,6.39,6.39,6.39,1600,0
2015-12-14,15:40:00,6.49,6.49,6.37,6.38,1200,0
2015-12-14,15:45:00,6.41,6.44,6.34,6.39,7100,0
2015-12-14,15:50:00,6.36,6.39,6.36,6.37,3900,0
2015-12-14,15:55:00,6.38,6.42,6.38,6.42,2883,0
2015-12-14,16:00:00,6.409,6.42,6.35,6.35,10507,0
2015-12-14,16:05:00,6.33,6.33,6.33,6.33,100,0
2015-12-14,16:10:00,6.32,6.39,6.32,6.39,3269,0
2015-12-14,16:15:00,6.37,6.37,6.34,6.34,1200,0
2015-12-14,16:20:00,6.3112,6.34,6.29,6.29,4700,0
2015-12-14,16:25:00,6.31,6.31,6.31,6.31,100,0
2015-12-14,16:30:00,6.28,6.28,6.28,6.28,200,0
2015-12-14,16:35:00,6.265,6.265,6.225,6.25,15425,0
2015-12-14,16:40:00,6.26,6.27,6.24,6.24,2313,0
2015-12-14,16:50:00,6.2599,6.2599,6.22,6.23,4150,0
2015-12-14,16:55:00,6.21,6.23,6.21,6.21,500,0
2015-12-14,17:00:00,6.22,6.23,6.215,6.23,2291,0
2015-12-14,17:05:00,6.225,6.2299,6.22,6.225,1200,0
2015-12-14,17:10:00,6.22,6.25,6.22,6.245,1900,0
2015-12-14,17:15:00,6.24,6.24,6.22,6.24,1800,0
2015-12-14,17:20:00,6.2362,6.25,6.2362,6.25,2400,0
2015-12-14,17:25:00,6.28,6.285,6.28,6.28,1300,0
2015-12-14,17:30:00,6.27,6.28,6.26,6.27,3800,0
2015-12-14,17:35:00,6.27,6.27,6.27,6.27,1500,0
2015-12-14,17:40:00,6.27,6.27,6.245,6.255,1700,0
2015-12-14,17:45:00,6.255,6.27,6.25,6.27,2500,0
2015-12-14,17:50:00,6.27,6.27,6.27,6.27,300,0
2015-12-14,18:00:00,6.28,6.29,6.28,6.28,500,0
2015-12-14,18:05:00,6.29,6.295,6.29,6.295,1200,0
2015-12-14,18:10:00,6.29,6.315,6.29,6.315,2595,0
2015-12-14,18:20:00,6.315,6.315,6.3,6.315,600,0
2015-12-14,18:25:00,6.315,6.315,6.3,6.315,300,0
2015-12-14,18:30:00,6.33,6.36,6.315,6.36,1800,0
2015-12-14,18:35:00,6.36,6.36,6.33,6.33,400,0
2015-12-14,18:40:00,6.36,6.36,6.33,6.345,3440,0
2015-12-14,18:45:00,6.36,6.36,6.33,6.33,300,0
2015-12-14,18:50:00,6.345,6.35,6.3,6.3,3398,0
2015-12-14,18:55:00,6.31,6.33,6.305,6.33,1400,0
2015-12-14,19:00:00,6.35,6.35,6.33,6.35,800,0
2015-12-14,19:05:00,6.35,6.36,6.35,6.36,900,0
2015-12-14,19:10:00,6.35,6.35,6.35,6.35,400,0
2015-12-14,19:15:00,6.36,6.36,6.345,6.35,700,0
2015-12-14,19:20:00,6.35,6.35,6.34,6.34,500,0
2015-12-14,19:25:00,6.34,6.34,6.34,6.34,300,0
2015-12-14,19:30:00,6.34,6.34,6.34,6.34,200,0
2015-12-14,19:35:00,6.34,6.34,6.32,6.32,1500,0
2015-12-14,19:40:00,6.31,6.315,6.305,6.31,1500,0
2015-12-14,19:50:00,6.29,6.29,6.28,6.28,1300,0
2015-12-14,19:55:00,6.28,6.29,6.28,6.29,400,0
2015-12-14,20:00:00,6.28,6.3,6.26,6.26,2220,0
2015-12-14,20:05:00,6.27,6.28,6.25,6.25,3312,0
2015-12-14,20:10:00,6.2505,6.29,6.25,6.26,3900,0
2015-12-14,20:15:00,6.27,6.27,6.27,6.27,100,0
2015-12-14,20:20:00,6.27,6.27,6.26,6.26,300,0
2015-12-14,20:25:00,6.27,6.27,6.26,6.26,400,0
2015-12-14,20:30:00,6.26,6.27,6.26,6.26,1199,0
2015-12-14,20:35:00,6.26,6.26,6.26,6.26,2200,0
2015-12-14,20:40:00,6.26,6.26,6.26,6.26,200,0
2015-12-14,20:45:00,6.26,6.27,6.26,6.27,1300,0
2015-12-14,20:50:00,6.26,6.27,6.26,6.27,700,0
2015-12-14,20:55:00,6.28,6.28,6.28,6.28,100,0
2015-12-14,21:00:00,6.28,6.28,6.275,6.275,2100,0
2015-12-14,21:05:00,6.275,6.275,6.23,6.24,3000,0
2015-12-14,21:10:00,6.23,6.23,6.21,6.21,800,0
2015-12-14,21:15:00,6.21,6.21,6.21,6.21,100,0
2015-12-14,21:20:00,6.2,6.25,6.2,6.25,1200,0
2015-12-14,21:25:00,6.25,6.25,6.24,6.24,300,0
2015-12-14,21:30:00,6.23,6.23,6.22,6.2216,1100,0
2015-12-14,21:35:00,6.23,6.23,6.21,6.22,2700,0
2015-12-14,21:40:00,6.21,6.25,6.21,6.21,10992,0
2015-12-14,21:45:00,6.2158,6.22,6.21,6.21,500,0
2015-12-14,21:50:00,6.215,6.25,6.21,6.25,4291,0
2015-12-14,21:55:00,6.23,6.24,6.22,6.23,2800,0
2015-12-14,22:00:00,6.23,6.24,6.22,6.24,1715,0
2015-12-15,15:35:00,6.27,6.4,6.27,6.28,2185,0
2015-12-15,15:40:00,6.31,6.31,6.31,6.31,200,0
2015-12-15,15:45:00,6.34,6.36,6.34,6.36,400,0
2015-12-15,15:50:00,6.36,6.36,6.3,6.3,500,0
2015-12-15,15:55:00,6.33,6.33,6.33,6.33,100,0
2015-12-15,16:00:00,6.3,6.3,6.28,6.29,900,0
2015-12-15,16:05:00,6.29,6.3,6.29,6.29,1100,0
2015-12-15,16:10:00,6.3,6.32,6.2999,6.32,1820,0
2015-12-15,16:20:00,6.32,6.32,6.3,6.3,300,0
2015-12-15,16:25:00,6.31,6.31,6.27,6.27,5176,0
2015-12-15,16:30:00,6.27,6.27,6.26,6.26,500,0
2015-12-15,16:35:00,6.24,6.24,6.24,6.24,300,0
2015-12-15,16:40:00,6.24,6.24,6.24,6.24,200,0
2015-12-15,16:45:00,6.25,6.25,6.24,6.24,700,0
2015-12-15,16:55:00,6.27,6.27,6.27,6.27,100,0
2015-12-15,17:00:00,6.262,6.29,6.262,6.29,2600,0
2015-12-15,17:05:00,6.27,6.28,6.27,6.27,1000,0
2015-12-15,17:10:00,6.28,6.28,6.27,6.28,300,0
2015-12-15,17:15:00,6.275,6.28,6.26,6.26,1900,0
2015-12-15,17:20:00,6.28,6.28,6.28,6.28,300,0
2015-12-15,17:30:00,6.28,6.28,6.28,6.28,200,0
2015-12-15,17:35:00,6.28,6.29,6.28,6.29,800,0
2015-12-15,17:40:00,6.29,6.29,6.26,6.26,500,0
2015-12-15,17:45:00,6.29,6.29,6.25,6.25,1600,0
2015-12-15,17:50:00,6.26,6.26,6.25,6.26,2300,0
2015-12-15,17:55:00,6.265,6.29,6.265,6.27,2000,0
2015-12-15,18:05:00,6.28,6.28,6.27,6.27,500,0
2015-12-15,18:10:00,6.28,6.29,6.28,6.29,300,0
2015-12-15,18:15:00,6.3,6.3,6.27,6.3,5700,0
2015-12-15,18:20:00,6.3,6.3,6.28,6.28,400,0
2015-12-15,18:25:00,6.29,6.31,6.28,6.305,14100,0
2015-12-15,18:30:00,6.305,6.32,6.305,6.32,1600,0
2015-12-15,18:35:00,6.335,6.34,6.33,6.34,500,0
2015-12-15,18:40:00,6.33,6.37,6.33,6.37,1700,0
2015-12-15,18:45:00,6.35,6.36,6.33,6.33,1798,0
2015-12-15,18:55:00,6.33,6.34,6.33,6.33,1100,0
2015-12-15,19:00:00,6.34,6.34,6.33,6.33,300,0
2015-12-15,19:05:00,6.33,6.33,6.33,6.33,899,0
2015-12-15,19:10:00,6.31,6.31,6.31,6.31,500,0
2015-12-15,19:15:00,6.31,6.33,6.31,6.32,700,0
2015-12-15,19:20:00,6.315,6.325,6.31,6.32,900,0
2015-12-15,19:25:00,6.32,6.32,6.32,6.32,100,0
2015-12-15,19:30:00,6.31,6.32,6.31,6.32,1800,0
2015-12-15,19:35:00,6.3,6.31,6.3,6.31,200,0
2015-12-15,19:40:00,6.3,6.31,6.3,6.3,400,0
2015-12-15,19:45:00,6.31,6.32,6.31,6.32,1200,0
2015-12-15,19:50:00,6.31,6.31,6.31,6.31,400,0
2015-12-15,19:55:00,6.32,6.34,6.32,6.34,1600,0
2015-12-15,20:00:00,6.35,6.35,6.35,6.35,100,0
2015-12-15,20:05:00,6.34,6.345,6.33,6.33,1840,0
2015-12-15,20:10:00,6.33,6.335,6.33,6.33,800,0
2015-12-15,20:15:00,6.33,6.34,6.33,6.34,1100,0
2015-12-15,20:20:00,6.34,6.35,6.33,6.35,500,0
2015-12-15,20:25:00,6.34,6.34,6.34,6.34,100,0
2015-12-15,20:30:00,6.33,6.34,6.33,6.34,500,0
2015-12-15,20:35:00,6.335,6.35,6.335,6.34,1400,0
2015-12-15,20:40:00,6.33,6.35,6.33,6.35,1000,0
2015-12-15,20:45:00,6.35,6.35,6.34,6.34,300,0
2015-12-15,20:50:00,6.34,6.35,6.32,6.33,1000,0
2015-12-15,20:55:00,6.34,6.34,6.32,6.33,1400,0
2015-12-15,21:00:00,6.33,6.33,6.32,6.32,700,0
2015-12-15,21:05:00,6.34,6.34,6.32,6.34,400,0
2015-12-15,21:10:00,6.34,6.34,6.32,6.32,700,0
2015-12-15,21:15:00,6.34,6.34,6.31,6.32,2500,0
2015-12-15,21:20:00,6.32,6.33,6.3,6.3,1300,0
2015-12-15,21:25:00,6.31,6.31,6.3,6.3,800,0
2015-12-15,21:30:00,6.31,6.33,6.305,6.31,1200,0
2015-12-15,21:35:00,6.32,6.32,6.31,6.31,1900,0
2015-12-15,21:40:00,6.32,6.32,6.31,6.32,1886,0
2015-12-15,21:45:00,6.34,6.34,6.33,6.34,1723,0
2015-12-15,21:50:00,6.34,6.34,6.33,6.34,1200,0
2015-12-15,21:55:00,6.33,6.33,6.32,6.32,3184,0
2015-12-15,22:00:00,6.32,6.33,6.32,6.32,23162,0
